Attack_ID,Attack_Name,Attack_Description,Category_Balanced,Category_Skewed,Constant_Flag,Redundant_Of_Category,Binary_Noisy,Risk_Score_Bucket,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text
1036,Demo Spoofing F13,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,false,High,,,LQYUFO6F,tobwygemxs
709,Placeholder Attack E1-1,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,STU8CD38,zxmwlpewal
205,Fake Overflow D0,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,True ,High,,,2B0SD7J8,iptmkfqiqd
633,Dummy Breach C3,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,4VZY6U93,ziextvtioc
1039,Mock Injection E0-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Low,,,1M1U6H8H,cdhvyhtzno
552,Synthetic Exploit C12,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,true,Medium,,,IQXDBHQC,uqzbabnrxc
1095,Synthetic Exploit E9-1,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Critical,,,AZ4752P2,bglnmcwgph
179,Sample Bypass B19-1,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,False ,Critical,Evento raro B,,WLEEYRI4,jkibtmwqvw
1150,Sample Bypass B4-1,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta, True,,,,3YCVER4X,vtyvltqddm
1197,Fake Overflow B6,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False ,,,,FWLFOKLE,povzesgnyj
898,Mock Injection C15,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,False,Low,,,09FCLWSK,pvhszjcmci
632,Fake Overflow E8-1,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Rare2,Standard,Gamma,True ,Medium,,,0M0BKTOC,hyddphtjnd
965,Generic Compromise A2,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,I0X6VZSH,niywxldeyy
756,Synthetic Exploit F16,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,True ,,,,DKNKDM3A,sgmalrtghb
368,Trial Hijack C15-1,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,false,Medium,,,2T4LX1ZS,pziwinoffg
589,Test Escalation F11-1,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,IPPXLD3B,hmaxnijbaz
159,Fake Overflow D9,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,,,,896VXC83,bycktyzken
788,Test Escalation E15,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True ,Critical,,,6IQS4DTW,idgtbvolfb
245,Placeholder Attack B5,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma, True,High,,,B25O6OGH,lkbaitooda
708,Demo Spoofing D17-1,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta, True,Critical,,,R9Y7IJ81,unhtrevndj
808,Fake Overflow A13,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True,,,,3QN3EZA9,iozcnexdet
801,Test Escalation A2-2,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Variant_A,Alpha, True,Low,,,CXD55994,oyjtmbezmc
565,Generic Compromise B10,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False ,Medium,,,DR3JJKHB,mdsvhhuhrw
113,Synthetic Exploit B14,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,true,,,,374CJ83W,pcgbwuktci
1046,Placeholder Attack A6-1,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,True,Critical,,,W72QPNEP,lnqkgrnrbn
307,Dummy Breach D15-2,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta, True,Critical,,,6ANNH4YL,pcbhkucvnt
1009,Generic Compromise F13,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Low,,,RO3FDIHQ,tuzepifsbl
750,Sample Bypass D18,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,False,Low,,,LZ0BGRSA,jviqtyadlf
774,Generic Compromise C12,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Delta, False,Critical,,,HWEXSX7J,pcblalpgwz
717,Mock Injection B5,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,true,Medium,,,FRNKV7P7,xpwruruqnh
1082,Sample Bypass D5-2,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Beta,false,Low,,,B39SJ3ZI,yaunqxulhl
665,Trial Hijack A2,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Medium,,,P4RMLHZK,riunlwngst
622,Generic Compromise E2-1,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,,,DCDK9DD5,ghesyhhdom
855,Dummy Breach D1,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,High,,,HVL5Z805,fdstcvczwk
312,Mock Injection F11-1,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,8QDQ8HBX,oxolrazzcz
427,Trial Hijack A18,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,False ,Medium,,,Z0TMLY1F,xlbgdwavyu
561,Placeholder Attack B14,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,FCE55NKV,lqyohpqdug
957,Mock Injection A0,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,,,,WGFO97QL,yadfbldfcw
880,Dummy Breach C13-1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True ,,,,NV0ZI1PI,ielorvriec
1041,Test Escalation D4-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta, True,Critical,,,B10T4MLY,lthyoavajh
1,Test Escalation B15-1,Este registro de prueba describe una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,false,Medium,,,6L1U0019,qtymokzvew
835,Mock Injection E17-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Variant_B,Beta,true,Critical,,,0Q9729N2,xafcegbvwg
483,Synthetic Exploit D11,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,False,,,,Z8MZYV4I,edfcfaofdd
207,Trial Hijack A10-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,5CJKZMK5,libkbryolm
795,Test Escalation B7,Caso ficticio generado para evaluar una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,true,,,,1OZUUVNE,cvvvrkbymw
754,Mock Injection B18,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,Critical,,,H654VJ80,qhuojhifda
108,Placeholder Attack B17,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,False ,High,,,7DS8HYNV,cxmxazkkxf
1020,Synthetic Exploit E5,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,False ,Low,,,6OBMHORY,tkrbdoqaee
538,Sample Bypass D2,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,False ,Medium,,,FM1ZLB8U,jgytbmirvb
99,Mock Injection B17,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Low,,,UP29W7P7,zkuklidlcu
176,Fake Overflow B0,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta, True,Low,,,ACEQC8KB,ekmouokcex
384,Dummy Breach D6-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,false,,,,XKPGITZ6,jiwsupymhf
1064,Dummy Breach B11,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,false,,,,JT5HDWOB,zizodbyczu
620,Demo Spoofing D6,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,true,,,,XDGQ709V,wefxndwbyd
713,Sample Bypass C18,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma, False,,,,1YQYYWLV,flwccznpvh
578,Trial Hijack A1-1,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,QVDB8QU1,nupztfehbi
1019,Demo Spoofing E8,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,,,,884RZ1NC,xzffnupcpc
1112,Trial Hijack D4-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Medium,,,DVH8JOCK,qgcypjbcon
162,Sample Bypass A8-1,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,true,Medium,,,OSAK3RF9,qlshnlkqhw
1056,Placeholder Attack C10-1,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,True ,High,,,KF8TLR8M,ebwnrovzwk
541,Demo Spoofing D2-1,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha, False,,,Valor excepcional,DRRFPJBM,clemuncglt
732,Dummy Breach C9,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Low,,,FTGO7UIO,bybqrtbqbr
867,Fake Overflow E5,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Variant_A,Delta,FALSE,Low,,,I8YHD3J7,zqwruxggje
290,Trial Hijack F10,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False ,,,,M1817YRE,recaennorc
601,Sample Bypass D12,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,true,Medium,,,P3E52A90,fspimjcjjw
489,Trial Hijack E6,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,true,,,,CGDET7L8,hcekmsmkfr
91,Generic Compromise C11,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,false,,,,YEAVZ7OI,nzpygwcufq
877,Trial Hijack D16-1,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,true,Critical,,,SG54TIHU,wqiatznumh
13,Dummy Breach E17,Este registro de prueba describe una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,false,High,,,MUGROIUX,rvtwomdzuo
925,Generic Compromise B18,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,False,Critical,,,CO8YH15K,eshotuxxpz
20,Placeholder Attack F0-1,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,RKN11R5G,udkmyyrzom
827,Sample Bypass C1-2,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Rare3,Standard,Beta,True,Medium,,,NE97B86M,ybpelwpxvi
337,Generic Compromise E18,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta, True,Medium,,,CUOSSL7V,aoyctbvyse
254,Mock Injection E7,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma, True,,,,93QJNZEC,jficztoxei
543,Dummy Breach E9,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,Low,,,TGI18I1C,dsrpbwcrah
628,Sample Bypass B0,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,True,,,,1U6KODFV,jzweihmunz
73,Test Escalation A6-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True ,Low,,,3WRIYVJQ,hzqvjqsuym
457,Demo Spoofing F15,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma, True,Low,,,KP7N8GRM,okzpcgwnoi
955,Fake Overflow F13,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,True,,,,R786XBZD,znsxbdmpgc
895,Fake Overflow A12,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,false,Medium,,,OTC8BODT,fnjbjzfgra
577,Generic Compromise A10,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,True,Medium,,,MT9VB7BD,jpffvztyxc
101,Placeholder Attack C3-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True ,Low,,,H7C9RZAZ,pcscteilyb
274,Test Escalation B2-1,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,true,Low,,,ETNV7LQ5,pnvccnhbup
1121,Sample Bypass A1,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,False,Medium,,,9C4JAILF,wewzyjzktg
1131,Test Escalation B17-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,TRUE,Medium,,,NJ7M2GNM,engxuztfjw
1192,Test Escalation C6-1,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False ,,,,EQ7RGMYR,whhdfmvfvh
301,Trial Hijack E2,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,False ,High,,,PD2M03GA,kwrvhxyqbt
96,Sample Bypass A12,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,True ,Medium,,,HHPULCRC,hwablacxia
624,Placeholder Attack E19,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,X4RXEFTE,vmgznsxklv
675,Sample Bypass F17,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,Low,,,08IWWTHZ,loahsddapm
1022,Fake Overflow B10,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,,,,WQP1JXWC,wsxfksphnr
1122,Demo Spoofing C19-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,XUKN58J2,fvytitbzoo
353,Placeholder Attack E18-1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,false,,Evento raro A,,E56VKPPR,onetzeiwuv
784,Dummy Breach C13,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True,Low,,,S4VJP6RD,mjqazibdhz
821,Test Escalation A14,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,H8LZVXRN,hlnrigfnfe
1034,Trial Hijack B1-1,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False ,Medium,,,97BKXGY9,hhfacpprvv
1128,Placeholder Attack F19-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,True ,Low,,,VJNL68SO,bbsbgoxycj
304,Generic Compromise A3,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False ,Low,,,U0KAHTFI,asnskrlauj
1018,Mock Injection E3,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,True ,High,,,9SZX2R7G,jxrhuqqiya
195,Demo Spoofing E4,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,True,Critical,,,FZ979YRC,nqqkajswoo
216,Placeholder Attack F12,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,D5OKL977,pfisvznuij
503,Test Escalation C7,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta, True,,,,ZGQ5IUJ8,adtsbeuglv
528,Synthetic Exploit E15-1,Caso ficticio generado para evaluar una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,False,Medium,,,UK6XK383,diavgwrujo
643,Generic Compromise B10-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True,Low,,,3D0KG2G0,exixynsske
992,Synthetic Exploit A2-1,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Rare3,Standard,Alpha,False,,,,AK1PDEQG,qgeqtosnut
548,Trial Hijack F5,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False ,High,,,9P57QDCA,eneqwhvtvf
1040,Dummy Breach F17,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,WNLW2U95,nulaygspde
1071,Sample Bypass C10-1,Se simula la explotación de un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,True ,Medium,,,2JQ3AOPV,gjzyqynepy
420,Dummy Breach C19-1,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,,,,HYFCUSVM,vpkwpdommm
271,Test Escalation F4-1,El escenario sintético representa un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Low,,,YGBI2JCI,sfwoyjffbx
591,Synthetic Exploit E10,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False ,Medium,Evento raro A,,YKR906J0,gkigealkpg
152,Synthetic Exploit B6-1,Este registro de prueba describe una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma, False,High,,,B8TZPFFX,mhapkvbwcg
707,Trial Hijack F15,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True,Critical,,,2DRF0W59,csycasqygb
341,Mock Injection B17-1,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha, False,Medium,,,0ZBH8LAC,xttjcqbpag
569,Fake Overflow A2,El escenario sintético representa una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,True,High,,,989QGKAK,cvukitgztf
85,Dummy Breach D8,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta, True,,,,GCOI9JD5,okhuyphfcf
605,Fake Overflow E4,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,,,,VSRMD3EQ,iopouyowmk
792,Test Escalation F17-1,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False,Medium,,,AMXEDC3S,fzoqurmcwz
718,Fake Overflow F7-2,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,True,Medium,,,BQ9D8K2R,koycejoaqq
92,Mock Injection C11-1,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,True,Medium,,,JVJ3HTL6,rgjsnuigvy
8,Fake Overflow D4-2,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,false,Medium,,,74HU2L99,qbzqejabkx
478,Demo Spoofing B1,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,True,High,Evento raro A,,9VWXOCUZ,rqjnewnpxu
363,Sample Bypass C6,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,False,,,,Y4C08TAG,dxyggviilv
1138,Placeholder Attack A5-1,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,,,,ANXAACZ4,mlwzkausvw
719,Sample Bypass E10-1,El escenario sintético representa una condición de entrada no controlada sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,True ,,,,2Z2UW05G,zbhoxkjckn
291,Dummy Breach C2,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,True,,,,9GB33OGP,hnfrdkyonf
264,Synthetic Exploit C19-1,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma, True,High,,,4O4T0R2O,kwtxcvslpz
544,Trial Hijack E10-1,El escenario sintético representa un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Variant_A,Alpha,True ,Critical,,,HW4FVGAC,bhrxgjeduk
385,Test Escalation C13-2,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False,Low,,,9EN36NP3,xrqimgkbsj
382,Mock Injection D2,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,True ,Critical,Evento raro C,,TBEZ414M,zclikokrry
310,Dummy Breach C14,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma, True,Medium,,,5OX3B4E8,czegzjffdz
59,Test Escalation C5,Caso ficticio generado para evaluar un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,False,Low,,,QFFCWFP8,ubopvwygfa
673,Test Escalation C8,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,False,High,,,XHKBGC96,nfklatkzne
1062,Dummy Breach A16-2,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Rare2,Standard,Beta,True,Medium,,,ZLLGSEB2,sfwwziukhg
765,Placeholder Attack C8-1,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,False ,High,,,OE8RGQS0,mnzxfkkpur
481,Fake Overflow E16,Se simula la explotación de un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,False,Medium,,,3S38MO9P,qzzxdvtcxz
403,Dummy Breach F13,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Rare3,Standard,Delta,False ,High,,,7F9JNTAN,cncagkgrpa
813,Dummy Breach D9,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,S10PPJ1M,byzbnzlxkv
354,Synthetic Exploit F11-2,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,True ,Low,,,GEQUQQEM,uxbhkjffnm
786,Synthetic Exploit C19,El escenario sintético representa un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta, True,Critical,,,I4TXI8K8,jwvgjxqmkf
755,Placeholder Attack E18,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,,,,SRJVJ9YC,gepigiywtw
225,Trial Hijack F10-2,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,True ,Critical,,,5FLO7R0C,gjxiqnuwhj
941,Generic Compromise C18-1,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,True ,High,,,TCHMIU20,tizdlpoltm
