ID,Name,Description,Abstraction,Likelihood Of Attack,Status,Redundant_Of_Category,Binary_Noisy,Typical Severity,Sparse_Field,Mostly_Missing,High_Cardinality_Code,Uniform_Random_Text,description_length_chars
173,Synthetic Exploit E6,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,Low,,,E6HHT9NV,nhjhdelwmb,108
598,Fake Overflow B15,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Critical,,,1LK818W0,xvcwpuqphx,118
129,Sample Bypass F19,Se simula la explotación de una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Critical,,,E5F5P8NA,uqaqspzdxu,117
1061,Dummy Breach A16,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,65X4PS8K,blciduexjw,113
731,Generic Compromise E10,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,Medium,,Valor excepcional,KOAN99AH,zpeeoeeqis,110
456,Sample Bypass C16,El escenario sintético representa un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,High,Evento raro A,,IGPT4KEJ,tewshzxvul,105
170,Sample Bypass D3-1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,DN06IX6Q,kbbskchivj,117
496,Placeholder Attack F6-1,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,BAWWPMEI,kuhqitveqk,114
218,Demo Spoofing D0,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Delta,Rare3,Standard,Delta,FALSE,Medium,,,ZO8AII91,mbdqxvgxhd,120
166,Mock Injection C7,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,VZTVP9HA,razjgsthib,111
153,Generic Compromise A6-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,,,,QTPKOC98,cqxdicyhcb,123
206,Sample Bypass B10,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,TRUE,Low,,,CIOFEYX1,kfelcyykde,108
120,Sample Bypass A17,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,QSZK84BR,wwqbovzhyc,115
473,Synthetic Exploit B17,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,YY5X8XCH,qfauvdmlys,114
230,Placeholder Attack E6,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Low,,,YCALHFOR,vkqppdjfkl,113
321,Test Escalation A18-1,Caso ficticio generado para evaluar una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,,,,XE28W68Q,kiujyeqwed,114
163,Sample Bypass A7-1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Low,,,9DJ8LCLG,yanfzoaxfh,120
165,Trial Hijack C0,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,AFAA4E5J,zpxtqvikka,112
700,Fake Overflow C11,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,9LUHP7ZS,leyvkbmbaf,122
820,Demo Spoofing A15-1,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,,,,TXPJ21I4,fyueixiram,117
596,Test Escalation E16,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,JFCJJ5J6,aarfpmwjdo,125
531,Placeholder Attack A19,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,SZQID4BV,nbiewufnog,115
349,Trial Hijack B13,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,JQO7FG4V,txvdryvbni,110
738,Demo Spoofing E16,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,Low,,,47LQQIMF,snxtsludlf,119
1093,Trial Hijack F5-1,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,High,,,6GU10W6R,seqgoersmv,114
236,Dummy Breach A7,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Rare3,Standard,Beta,FALSE,High,,,HOUQYNEK,hqkumdjhrj,112
924,Mock Injection A2,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,,,,FHFI33UP,imhlrlfjyv,112
1118,Mock Injection E11,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,GM3JCWZQ,eqxmeodtks,124
246,Demo Spoofing A7,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,ACHW2X79,awhchmqcjv,112
186,Fake Overflow C16,Caso ficticio generado para evaluar una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,0IN57Q67,quynpxntvl,123
715,Dummy Breach A17,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,E1NAGKVH,wsjhsdroxz,112
884,Dummy Breach A18,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,2VKCQTPU,rlnspbnqrt,123
306,Dummy Breach F5-1,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,,,,RGORBO81,lrqdpqjsmw,107
903,Placeholder Attack B18,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,7783RUWF,gyvzvzvfgw,116
387,Generic Compromise A4,Caso ficticio generado para evaluar una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,,,,39DRZ5DS,fbgbpndtvv,114
936,Placeholder Attack D6-1,Se simula la explotación de un componente de red ficticio sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,1U8E8CGA,krrcbfbhjb,99
151,Test Escalation C6,Caso ficticio generado para evaluar un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,AT5MGLEG,rgwelmyzdv,124
386,Trial Hijack D4,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,Evento raro A,,0PPIZOFY,nzkkupmzji,117
278,Generic Compromise C17,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,ZJM7XOTQ,ejdyvloanh,121
533,Trial Hijack D19,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,,,,RD9QTJ5O,psmuoekxxm,112
28,Generic Compromise B11,Este registro de prueba describe un componente de red ficticio con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,QR5IU8M8,rxakkqnpuc,113
869,Fake Overflow A4,Caso ficticio generado para evaluar una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,HWYEBKZ0,grxytpdxaj,116
235,Test Escalation E1-1,Este registro de prueba describe una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,Critical,,,PEV7R3GL,kfodsjtogy,113
494,Dummy Breach D19,Caso ficticio generado para evaluar un componente de red ficticio sin relación con vulnerabilidades reales.,Delta,Rare3,Standard,Delta,FALSE,,Evento raro B,,8UBI44V9,nrwlrwsods,107
358,Demo Spoofing F8,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Low,,,Z0ZAMA8Y,megjgnyhhs,116
422,Generic Compromise D10-1,Este registro de prueba describe una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Critical,,,S9GGA65N,tfsrtmevcp,120
940,Fake Overflow C2,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,,,,4VKLGYG8,dcyeesgdhn,114
229,Sample Bypass E1,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,KRU4QWYY,vxsfruuivu,120
1024,Placeholder Attack C15-1,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,ZDNAUKVL,bxyzmqetkc,111
273,Placeholder Attack A7-1,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Low,,,PQ4216BA,loaxdbwfnb,116
781,Demo Spoofing D11,Este registro de prueba describe un componente de red ficticio como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,High,,,K4HTS74Y,amataqrbjr,108
1115,Dummy Breach C18-1,Este registro de prueba describe un componente de red ficticio sin relación con vulnerabilidades reales.,Beta,Rare3,Standard,Beta,TRUE,Medium,,,E0RHAEC0,qxsxmaedpc,104
1036,Demo Spoofing F13,Se simula la explotación de un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,FALSE,High,,,LQYUFO6F,tobwygemxs,108
709,Placeholder Attack E1-1,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,STU8CD38,zxmwlpewal,108
205,Fake Overflow D0,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,High,,,2B0SD7J8,iptmkfqiqd,113
633,Dummy Breach C3,Este registro de prueba describe una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,4VZY6U93,ziextvtioc,119
1039,Mock Injection E0-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Low,,,1M1U6H8H,cdhvyhtzno,121
552,Synthetic Exploit C12,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,IQXDBHQC,uqzbabnrxc,123
1095,Synthetic Exploit E9-1,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,AZ4752P2,bglnmcwgph,124
179,Sample Bypass B19-1,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Critical,Evento raro B,,WLEEYRI4,jkibtmwqvw,124
1150,Sample Bypass B4-1,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,TRUE,,,,3YCVER4X,vtyvltqddm,112
1197,Fake Overflow B6,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,FALSE,,,,FWLFOKLE,povzesgnyj,122
898,Mock Injection C15,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Low,,,09FCLWSK,pvhszjcmci,108
632,Fake Overflow E8-1,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Rare2,Standard,Gamma,TRUE,Medium,,,0M0BKTOC,hyddphtjnd,121
965,Generic Compromise A2,Este registro de prueba describe un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,I0X6VZSH,niywxldeyy,112
756,Synthetic Exploit F16,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,DKNKDM3A,sgmalrtghb,124
368,Trial Hijack C15-1,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,2T4LX1ZS,pziwinoffg,116
589,Test Escalation F11-1,Se simula la explotación de una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,IPPXLD3B,hmaxnijbaz,110
159,Fake Overflow D9,El escenario sintético representa una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,FALSE,,,,896VXC83,bycktyzken,122
788,Test Escalation E15,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Critical,,,6IQS4DTW,idgtbvolfb,122
245,Placeholder Attack B5,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,High,,,B25O6OGH,lkbaitooda,111
708,Demo Spoofing D17-1,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,R9Y7IJ81,unhtrevndj,123
808,Fake Overflow A13,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,,,,3QN3EZA9,iozcnexdet,120
801,Test Escalation A2-2,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Alpha,Dominant,Variant_A,Alpha,TRUE,Low,,,CXD55994,oyjtmbezmc,120
565,Generic Compromise B10,Se simula la explotación de un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,DR3JJKHB,mdsvhhuhrw,117
113,Synthetic Exploit B14,El escenario sintético representa una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,,,,374CJ83W,pcgbwuktci,120
1046,Placeholder Attack A6-1,Este registro de prueba describe una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,W72QPNEP,lnqkgrnrbn,122
307,Dummy Breach D15-2,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,6ANNH4YL,pcbhkucvnt,121
1009,Generic Compromise F13,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,FALSE,Low,,,RO3FDIHQ,tuzepifsbl,125
750,Sample Bypass D18,Caso ficticio generado para evaluar un componente de red ficticio como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,Low,,,LZ0BGRSA,jviqtyadlf,111
774,Generic Compromise C12,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Delta,FALSE,Critical,,,HWEXSX7J,pcblalpgwz,108
717,Mock Injection B5,El escenario sintético representa una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,FRNKV7P7,xpwruruqnh,121
1082,Sample Bypass D5-2,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Beta,FALSE,Low,,,B39SJ3ZI,yaunqxulhl,121
665,Trial Hijack A2,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,P4RMLHZK,riunlwngst,121
622,Generic Compromise E2-1,Se simula la explotación de una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,,,DCDK9DD5,ghesyhhdom,115
855,Dummy Breach D1,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,High,,,HVL5Z805,fdstcvczwk,116
312,Mock Injection F11-1,Se simula la explotación de una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,8QDQ8HBX,oxolrazzcz,114
427,Trial Hijack A18,Se simula la explotación de una condición de entrada no controlada sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Medium,,,Z0TMLY1F,xlbgdwavyu,108
561,Placeholder Attack B14,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,FCE55NKV,lqyohpqdug,120
957,Mock Injection A0,Se simula la explotación de una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,WGFO97QL,yadfbldfcw,114
880,Dummy Breach C13-1,Caso ficticio generado para evaluar una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,TRUE,,,,NV0ZI1PI,ielorvriec,120
1041,Test Escalation D4-1,El escenario sintético representa una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,B10T4MLY,lthyoavajh,121
1,Test Escalation B15-1,Este registro de prueba describe una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Medium,,,6L1U0019,qtymokzvew,115
835,Mock Injection E17-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Variant_B,Beta,TRUE,Critical,,,0Q9729N2,xafcegbvwg,118
483,Synthetic Exploit D11,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,,,,Z8MZYV4I,edfcfaofdd,110
207,Trial Hijack A10-1,Caso ficticio generado para evaluar un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,5CJKZMK5,libkbryolm,120
795,Test Escalation B7,Caso ficticio generado para evaluar una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,,,,1OZUUVNE,cvvvrkbymw,123
754,Mock Injection B18,El escenario sintético representa un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Critical,,,H654VJ80,qhuojhifda,114
108,Placeholder Attack B17,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,High,,,7DS8HYNV,cxmxazkkxf,106
1020,Synthetic Exploit E5,Se simula la explotación de un mecanismo de autenticación simulado como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,Low,,,6OBMHORY,tkrbdoqaee,112
538,Sample Bypass D2,Se simula la explotación de una configuración de prueba insegura sin relación con vulnerabilidades reales.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,FM1ZLB8U,jgytbmirvb,106
99,Mock Injection B17,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Low,,,UP29W7P7,zkuklidlcu,119
176,Fake Overflow B0,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Low,,,ACEQC8KB,ekmouokcex,124
384,Dummy Breach D6-1,El escenario sintético representa una condición de entrada no controlada como parte de un conjunto de datos sintético.,Beta,Dominant,Standard,Beta,FALSE,,,,XKPGITZ6,jiwsupymhf,118
1064,Dummy Breach B11,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,,,,JT5HDWOB,zizodbyczu,110
620,Demo Spoofing D6,Se simula la explotación de una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,,,,XDGQ709V,wefxndwbyd,106
713,Sample Bypass C18,Este registro de prueba describe una dependencia simulada sin parches con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,1YQYYWLV,flwccznpvh,120
578,Trial Hijack A1-1,Este registro de prueba describe una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,,,,QVDB8QU1,nupztfehbi,121
1019,Demo Spoofing E8,Este registro de prueba describe un mecanismo de autenticación simulado generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,,,,884RZ1NC,xzffnupcpc,121
1112,Trial Hijack D4-1,Caso ficticio generado para evaluar una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,DVH8JOCK,qgcypjbcon,122
162,Sample Bypass A8-1,Este registro de prueba describe una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,Medium,,,OSAK3RF9,qlshnlkqhw,111
1056,Placeholder Attack C10-1,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Alpha,Dominant,Standard,Alpha,TRUE,High,,,KF8TLR8M,ebwnrovzwk,119
541,Demo Spoofing D2-1,Este registro de prueba describe una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,,,Valor excepcional,DRRFPJBM,clemuncglt,111
732,Dummy Breach C9,El escenario sintético representa una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Low,,,FTGO7UIO,bybqrtbqbr,123
867,Fake Overflow E5,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Delta,Dominant,Variant_A,Delta,FALSE,Low,,,I8YHD3J7,zqwruxggje,125
290,Trial Hijack F10,Caso ficticio generado para evaluar un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,FALSE,,,,M1817YRE,recaennorc,116
601,Sample Bypass D12,El escenario sintético representa un componente de red ficticio generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,TRUE,Medium,,,P3E52A90,fspimjcjjw,113
489,Trial Hijack E6,El escenario sintético representa una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,,,,CGDET7L8,hcekmsmkfr,116
91,Generic Compromise C11,El escenario sintético representa un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Beta,Dominant,Standard,Beta,FALSE,,,,YEAVZ7OI,nzpygwcufq,114
877,Trial Hijack D16-1,Se simula la explotación de una configuración de prueba insegura como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Critical,,,SG54TIHU,wqiatznumh,110
13,Dummy Breach E17,Este registro de prueba describe una dependencia simulada sin parches como parte de un conjunto de datos sintético.,Alpha,Dominant,Standard,Alpha,FALSE,High,,,MUGROIUX,rvtwomdzuo,115
925,Generic Compromise B18,El escenario sintético representa una dependencia simulada sin parches sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,FALSE,Critical,,,CO8YH15K,eshotuxxpz,112
20,Placeholder Attack F0-1,El escenario sintético representa una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,FALSE,,,,RKN11R5G,udkmyyrzom,116
827,Sample Bypass C1-2,Caso ficticio generado para evaluar una configuración de prueba insegura como parte de un conjunto de datos sintético.,Beta,Rare3,Standard,Beta,TRUE,Medium,,,NE97B86M,ybpelwpxvi,118
337,Generic Compromise E18,Este registro de prueba describe una configuración de prueba insegura generado aleatoriamente para pruebas de entropía.,Beta,Dominant,Standard,Beta,TRUE,Medium,,,CUOSSL7V,aoyctbvyse,119
254,Mock Injection E7,Este registro de prueba describe una configuración de prueba insegura como parte de un conjunto de datos sintético.,Gamma,Dominant,Standard,Gamma,TRUE,,,,93QJNZEC,jficztoxei,115
543,Dummy Breach E9,Este registro de prueba describe un mecanismo de autenticación simulado con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,TGI18I1C,dsrpbwcrah,122
628,Sample Bypass B0,Este registro de prueba describe un mecanismo de autenticación simulado sin relación con vulnerabilidades reales.,Gamma,Dominant,Standard,Gamma,TRUE,,,,1U6KODFV,jzweihmunz,113
73,Test Escalation A6-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,3WRIYVJQ,hzqvjqsuym,123
457,Demo Spoofing F15,Caso ficticio generado para evaluar una condición de entrada no controlada generado aleatoriamente para pruebas de entropía.,Gamma,Dominant,Standard,Gamma,TRUE,Low,,,KP7N8GRM,okzpcgwnoi,124
955,Fake Overflow F13,El escenario sintético representa una configuración de prueba insegura sin relación con vulnerabilidades reales.,Alpha,Dominant,Standard,Alpha,TRUE,,,,R786XBZD,znsxbdmpgc,112
895,Fake Overflow A12,Caso ficticio generado para evaluar una dependencia simulada sin parches generado aleatoriamente para pruebas de entropía.,Delta,Dominant,Standard,Delta,FALSE,Medium,,,OTC8BODT,fnjbjzfgra,122
577,Generic Compromise A10,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Gamma,Dominant,Standard,Gamma,TRUE,Medium,,,MT9VB7BD,jpffvztyxc,108
101,Placeholder Attack C3-1,Se simula la explotación de un componente de red ficticio con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,TRUE,Low,,,H7C9RZAZ,pcscteilyb,108
274,Test Escalation B2-1,Se simula la explotación de una condición de entrada no controlada como parte de un conjunto de datos sintético.,Delta,Dominant,Standard,Delta,TRUE,Low,,,ETNV7LQ5,pnvccnhbup,112
1121,Sample Bypass A1,Caso ficticio generado para evaluar una condición de entrada no controlada con fines exclusivamente de validación del modelo.,Beta,Dominant,Standard,Beta,FALSE,Medium,,,9C4JAILF,wewzyjzktg,125
1131,Test Escalation B17-1,Caso ficticio generado para evaluar una configuración de prueba insegura con fines exclusivamente de validación del modelo.,Alpha,Rare3,Standard,Alpha,TRUE,Medium,,,NJ7M2GNM,engxuztfjw,123
